Name,Address,phone,fax,speciality,NpiNumber,lbn,dba,authOfficialName,entity,organizationSubpart,enumeratioDate,lastUpdated,identifiers
"ACCESS HEALTH CALIFORNIA, A MEDICAL CORPORATION", 9 W 41ST AVE SAN MATEO CA 94403-5105,650-286-1966,,"Urgent Care,Primary Care",1942574843,"ACCESS HEALTH CALIFORNIA, A MEDICAL CORPORATION",,RENEE MARSHALL - (MEDICAL DIRECTOR),Organization,No,02/24/2012,11/05/2014 - About 3 years ago,n/a
"ACCESS IMMEDIATE CARE, LLC", 1865 N NELTNOR BLVD WEST CHICAGO IL 60185-5900,630-876-9000,,Urgent Care,1083974380,"ACCESS IMMEDIATE CARE, LLC",,FAZAL MOHAMMAD - (PARTNER),Organization,No,05/21/2012,05/21/2013 - About 5 years ago,n/a
ACCESS MEDICAL CENTER, 477 N EL CAMINO REAL STE A100 ENCINITAS CA 92024-1329,760-943-9111,,Urgent Care,1558742460,ACCESS MEDICAL CENTER,,NICOLE DINNELL - (FAMILY NURSE PRACTITIONER),Organization,No,06/16/2015,06/16/2015 - About 3 years ago,CA License # 95002253
"ACCESS MEDICAL CENTER LBN MEDICAL RESOURCE MANAGEMENT, LLC", 16205 N PENNSYLVANIA AVE EDMOND OK 73013,405-705-5700,,"Urgent Care,Family Medicine",1104056365,"MEDICAL RESOURCE MANAGEMENT, LLC",ACCESS MEDICAL CENTER,KEITH MARPLE - (VP OF REIMBURSEMENT SERVICES),Organization,No,07/22/2009,01/19/2016 - About 2 years ago,n/a
ACCESS MEDICAL CENTER LBN TULSA EMERGENCY MEDICAL CENTER INC, 2929 S GARNETT RD TULSA OK 74129,918-665-1520,,Urgent Care,1063479087,TULSA EMERGENCY MEDICAL CENTER INC,ACCESS MEDICAL CENTER,KEITH MARPLE - (VP REIMBURSEMENT),Organization,No,04/26/2006,02/05/2016 - About 2 years ago,OK Medicaid 100733050A OK Other 358442800 DEPT OF LABOR
"ACCESS MEDICAL CENTERS, A PROFESSIONAL MEDICAL CORPORATION LBN ACCESS MEDICAL CENTERS, A PROFESSIONAL MEDICAL CORPORATION", 2626 EL CAMINO REAL STE B CARLSBAD CA 92008-1253,760-729-2351,760-729-9675,"Urgent Care,Primary Care",1457541633,"ACCESS MEDICAL CENTERS, A PROFESSIONAL MEDICAL CORPORATION","ACCESS MEDICAL CENTERS, A PROFESSIONAL MEDICAL CORPORATION",ROBERTA GORIN - (ADMINISTRATOR),Organization,No,07/25/2007,01/24/2008 - About 10 years ago,CA License # G80982
ACCESS MIND INSTITUTE, 30101 TOWN CENTER DR STE 113 LAGUNA NIGUEL CA 92677-5028,949-257-3637,,"Adult Mental Health,Urgent Care",1790235422,ACCESS MIND INSTITUTE,,RICHARD GRANESE - (MEDICAL DIRECTOR),Organization,No,10/05/2016,10/05/2016 - More than a year ago,n/a
ACCESS QUALITY HEALTHCARE, 32038 LONG NECK RD SUITE A & B MILLSBORO DE 19966-6228,302-947-4437,302-947-3344,Urgent Care,1962691436,ACCESS QUALITY HEALTHCARE,,AARON GREEN - (PRESIDENT),Organization,No,10/19/2007,10/25/2007 - About 10 years ago,n/a
ACCESS SPORTS MEDICINE & ORTHOPAEDICS, 1 HAMPTON RD SUITE 200 EXETER NH 03833-4848,603-775-7575,603-778-9680,Urgent Care,1306115605,ACCESS SPORTS MEDICINE & ORTHOPAEDICS,,JOSHUA SIEGEL - (PRESIDENT),Organization,No,12/16/2011,12/16/2011 - About 6 years ago,n/a
"ACCESS URGENT CARE LBN TAA URGENT CARE CENTER, PLLC", 25321 INTERSTATE 45 SPRING TX 77380-3510,832-940-9800,832-940-9802,Urgent Care,1801272125,"TAA URGENT CARE CENTER, PLLC",ACCESS URGENT CARE,TEODULO AVES - (MD/PRESIDENT),Organization,No,08/10/2015,02/08/2016 - About 2 years ago,n/a
ACCESS URGENT MEDICAL CARE OF PICKERINGTON LBN URGENT MEDICAL CARE OF PICKERINGTON, 1797 HILL RD N PICKERINGTON OH 43147-7996,614-755-6371,614-755-6379,Urgent Care,1518954601,URGENT MEDICAL CARE OF PICKERINGTON,ACCESS URGENT MEDICAL CARE OF PICKERINGTON,NINO DIIULLO - (OWNER PRESIDENT),Organization,No,10/04/2005,12/12/2013 - About 4 years ago,n/a
ACCESS URGENT MEDICAL CARE OF UPPER ARLINGTON INC, 4661 SAWMILL RD UPPER ARLINGTON OH 43220-6123,614-583-1133,,Urgent Care,1124017025,ACCESS URGENT MEDICAL CARE OF UPPER ARLINGTON INC,,NINO DIIULLO - (OWNER PRESIDENT),Organization,No,10/14/2005,12/20/2011 - About 6 years ago,n/a
ACCESSMD URGENT CARE LBN MIAMI VALLEY URGENT CARE LLC, 1010 WOODMAN DR DAYTON OH 45432-1400,937-424-2215,937-252-1224,Urgent Care,1649209784,MIAMI VALLEY URGENT CARE LLC,ACCESSMD URGENT CARE,GARIMA GUPTA - (CREDENTIALING SPECIALIST),Organization,No,07/01/2006,05/14/2014 - About 4 years ago,n/a
ACCORD URGENT CARE PC, 2632 E 14TH ST BROOKLYN NY 11235-3916,718-375-2100,800-349-4298,Urgent Care,1700276755,ACCORD URGENT CARE PC,,VITALY RAYKHMAN - (MEDICAL DIRECTOR),Organization,No,01/29/2015,01/29/2015 - About 3 years ago,n/a
"ACCOUNTABLE URGENT CARE CENTERS, PLLC", 22260 GARRISON ST DEARBORN MI 48124-2208,313-562-9128,,Urgent Care,1073938429,"ACCOUNTABLE URGENT CARE CENTERS, PLLC",,RANAJIT MUKHERJEE - (OWNER),Organization,No,02/21/2014,02/21/2014 - About 4 years ago,MI License # 4301060584 MI Other 4301060584 LICENSE
ACCU-HEALTH MANAGEMENT COMPANY, 2339 S UNIVERSITY DR DAVIE FL 33324-5842,954-423-9234,954-423-9231,Urgent Care,1891110599,ACCU-HEALTH MANAGEMENT COMPANY,,FRANK HERNANDEZ - (CEO),Organization,No,03/04/2014,03/04/2014 - About 4 years ago,n/a
"ACCU-MED AKRON, INC", 696 CANTON RD AKRON OH 44312-2632,330-784-9323,330-784-1981,Urgent Care,1871763656,"ACCU-MED AKRON, INC",,MICHAEL SONG - (OWNER),Organization,No,03/07/2008,03/07/2008 - About 10 years ago,OH License # 35035414
ACCUCARE OF NORTH FLORIDA INC., 5685 NORWOOD AVE JACKSONVILLE FL 32208-5012,904-764-4467,,Urgent Care,1891927844,ACCUCARE OF NORTH FLORIDA INC.,,IRA HARMON - (PRESIDENT),Organization,No,08/10/2009,08/06/2014 - About 4 years ago,n/a
ACCUDOC INC PC, 620 RING RD HARRISON OH 45030,513-845-4558,513-845-4558,Urgent Care,1619372497,ACCUDOC INC PC,,TRENT AUSTIN - (MEDICAL DIRECTOR),Organization,No,10/23/2014,08/19/2016 - More than a year ago,OH Medicaid 0126975
ACCUDOC INC PC, 1463 W WESTRIDGE PKWY GREENSBURG IN 47240-3252,812-662-9500,,Urgent Care,1669685491,ACCUDOC INC PC,,TRENT AUSTIN - (MEDICAL DIRECTOR / PRESIDENT),Organization,No,05/08/2007,10/15/2014 - About 3 years ago,IN License # 01048884A IN Other 000000336036 ANTHEM GROUP NUMBER IN Other 000000504434 ANTHEM SERVICE LOCATION
ACCUDOC INC PC, 20 ALPINE DR BATESVILLE IN 47006-8477,812-932-3224,812-932-3229,Urgent Care,1730226028,ACCUDOC INC PC,,TRENT AUSTIN - (MEDICAL DIRECTOR-PRESIDENT),Organization,No,01/30/2007,04/18/2015 - About 3 years ago,IN License # 01048884 IN Medicaid 200957690 IN Other 0000000336036 ANTHEM IN Other 0000000336038 ANTHEM
ACCUDOC URGENT CARE OF GREENDALE LBN ACCUDOC INC PC, 555 E EADS PKWY GREENDALE IN 47025,812-577-0092,812-577-0127,Urgent Care,1417201229,ACCUDOC INC PC,ACCUDOC URGENT CARE OF GREENDALE,TRENT AUSTIN - (PRESIDENT),Organization,No,10/31/2012,03/15/2013 - About 5 years ago,n/a
"ACCUHEALTH URGENT CARE LBN U CITY URGENT CARE, LLC", 8612 OLIVE BLVD SAINT LOUIS MO 63132-2504,314-600-1335,,Urgent Care,1003218595,"U CITY URGENT CARE, LLC",ACCUHEALTH URGENT CARE,JILING TSAI - (ADMINISTRATOR),Organization,Yes,09/16/2014,02/09/2016 - About 2 years ago,n/a
"ACE MEDICAL CENTER, LLC", 10259 ENGLEWOOD DR EDEN PRAIRIE MN 55347-4623,617-413-4952,,"Primary Care,Clinic/Center,Community Health,Public Health, Federal,Urgent Care",1740798008,"ACE MEDICAL CENTER, LLC",,REGINE NDIFOR - (ADMINISTRATOR),Organization,No,01/19/2018,01/19/2018 - About 3 months ago,MN License # 3233 MN Other ========= IRS
ACE MEDICAL CLINIC LLC, 11520 ROCKVILLE PIKE STE J ROCKVILLE MD 20852-2761,301-770-2191,301-770-2193,Urgent Care,1669733515,ACE MEDICAL CLINIC LLC,,SHAHIN OVEISI - (MANAGING MEMBER),Organization,No,06/06/2012,01/27/2013 - About 5 years ago,MD License # D0067586
ACE URGENT CARE AND CLINIC LLC, 7245 HANOVER PKWY STE B GREENBELT MD 20770-3607,301-220-2277,,"Urgent Care,Clinic/Center,Primary Care",1053622019,ACE URGENT CARE AND CLINIC LLC,,OLUBAYO OLUDARA - (M.D.),Organization,No,06/24/2010,07/12/2010 - About 8 years ago,n/a
"ACEBO URGENT CARE,LLC", 9851 NW 58TH ST SUITE # 125 DORAL FL 33178-2716,305-403-1035,305-403-1036,Urgent Care,1063649077,"ACEBO URGENT CARE,LLC",,WALDO ACEBO - (PRESIDENT),Organization,No,06/17/2009,06/17/2009 - About 9 years ago,FL License # ME 81372
"ACSH URGENT CARE OF FLORIDA, LLC", 2306 HIGHWAY 77 PANAMA CITY FL 32405-4404,850-763-9744,850-785-2020,Urgent Care,1386064319,"ACSH URGENT CARE OF FLORIDA, LLC",,NORMAN WINLAND - (COO),Organization,No,04/17/2014,08/26/2015 - About 3 years ago,n/a
"ACSH URGENT CARE OF GEORGIA, LLC", 4861 BILL GARDNER PKWY LOCUST GROVE GA 30248-3644,770-626-5740,770-626-5765,Urgent Care,1174943112,"ACSH URGENT CARE OF GEORGIA, LLC",,NORMAN WINLAND - (CHIEF FINANCIAL OFFICER),Organization,No,04/17/2014,08/26/2015 - About 3 years ago,n/a
ACSH URGENT CARE OF VIRIGINA LLC, 12713 SHOPPES LN FAIRFAX VA 22033-3834,703-222-3555,,Urgent Care,1194131532,ACSH URGENT CARE OF VIRIGINA LLC,,NORMAN WINLAND - (VICE PRESIDENT),Organization,No,07/07/2014,08/26/2015 - About 3 years ago,n/a
ACTION URGENT CARE INC, 1375 BLOSSOM HILL RD SAN JOSE CA 95118-3806,626-791-9004,626-791-9005,Urgent Care,1205186442,ACTION URGENT CARE INC,,VLADIMIR SKOROKHOD - (CEO),Organization,No,09/14/2012,12/01/2012 - About 5 years ago,CA License # A98375
ACUTE CARE EMERGENCE, 7901 VETERANS PKWY COLUMBUS GA 31909-1723,706-321-1223,706-321-0819,Urgent Care,1225539760,ACUTE CARE EMERGENCE,,JOSEPH KAPLAN - (CMD),Organization,No,02/21/2018,02/21/2018 - About 2 months ago,Other 145580510 NPI Other 1578971552 NPI Other 1639136997 NPI
ACUTE CARE EXPRESS LBN INPHYNT, 7901 VETERANS PKWY COLUMBUS GA 31909,706-321-1223,706-321-0819,Urgent Care,1083882583,INPHYNT,ACUTE CARE EXPRESS,BONNIE ROPER - (BUSINESS MANAGER),Organization,Yes,02/19/2008,05/20/2008 - About 10 years ago,GA License # 027690 Other 08BBSWL MCARE Other GRP3624 MCARE GROUP
ACUTE CARE EXPRESS LBN INPHYNT, 7901 VETERANS PKWY COLUMBUS GA 31909,706-321-1223,706-321-0819,Urgent Care,1427226935,INPHYNT,ACUTE CARE EXPRESS,BONNIE ROPER - (BUSINESS MANAGER),Organization,Yes,02/19/2008,02/25/2008 - About 10 years ago,GA License # 030504 GA Other 93BDMCP MCARE GA Other GRP3624 MCARE GROUP
ACUTE CARE EXPRESS LLC, 2515 GRANDVIEW AVE PORTSMOUTH OH 45662-2770,740-821-1218,,"Clinic/Center,Corporate Health,Urgent Care",1811178619,ACUTE CARE EXPRESS LLC,,ARTHUR RAMEY - (FAMILY NURSE PRACTITIONER),Organization,No,11/20/2007,11/20/2007 - About 10 years ago,n/a
ACUTE CARE PARTNERS INC, 1120 POLARIS PKWY SUITE 100 COLUMBUS OH 43240-4042,614-847-1120,614-847-1205,Urgent Care,1427027903,ACUTE CARE PARTNERS INC,,DAVID GARCIA - (MEDICAL DIRECTOR),Organization,No,03/16/2006,07/16/2013 - About 5 years ago,OH Medicaid 2225318 OH Other 5699518 AETNA OH Other 000000209264 ANTHEM OH Other 212433300 DEPT OF LABOR OH Other =========007 MEDICAL MUTUAL OF OHIO OH Other =========00 TRICARE OH Other 6600190 UNITED HEALTHCARE OH Other =========01 WORKERS COMP
"ACUTE CARE PARTNERSHIP, INC", 1862 BELVIDERE RD. GRAYSLAKE IL 60030,847-223-9494,,Urgent Care,1366535015,"ACUTE CARE PARTNERSHIP, INC",,CYNTHIA COOMBS - (BILLING/PRACTICE ADMINISTRATOR),Organization,Not specified,10/02/2006,07/08/2007 - About 11 years ago,n/a
ACUTE CARE PLUS LBN ACUTE CARE PLUS, 10100 FOREST HILLS RD # DPT0406 MACHESNEY PARK IL 61115-8234,815-713-2600,,Urgent Care,1982979480,ACUTE CARE PLUS,ACUTE CARE PLUS,BARBARA MONDIK - (OWNER),Organization,No,03/16/2012,03/16/2012 - About 6 years ago,n/a
ACUTE KIDS URGENT CARE OF MEDICAL CITY CHILDREN'S HOSPITAL PLLC, 3305 DALLAS PKWY SUITE 345 PLANO TX 75093,972-300-4200,972-300-4201,"Adolescent Medicine,Urgent Care",1164797791,ACUTE KIDS URGENT CARE OF MEDICAL CITY CHILDREN'S HOSPITAL PLLC,,RHONDA MCKINNEY - (AVP REVENUE CYCLE URGENT CARE),Organization,Yes,03/15/2012,01/26/2017 - More than a year ago,n/a
"ACUTE & PRIMARY CARE OF COLUMBUS, INC", 1916 MANCHESTER EXPY COLUMBUS GA 31904-6752,518-258-5807,,Urgent Care,1336557438,"ACUTE & PRIMARY CARE OF COLUMBUS, INC",,ANDREA IQBAL - (PRESIDENT),Organization,No,08/01/2014,08/01/2014 - About 4 years ago,GA License # 58739
ACUTECARE ETOWN PLLC, 2412 RING RD SUITE 100 ELIZABETHTOWN KY 42701-5912,270-737-2273,,"Urgent Care,Family,Family Medicine,Medical,Nurse Practitioner,Orthopaedic Surgery,Physician Assistant",1710926118,ACUTECARE ETOWN PLLC,,DAVID ZOELLER - (PHYSICIAN),Organization,No,06/04/2006,12/04/2008 - About 9 years ago,KY Medicaid 65937369 KY Medicaid 78902541 KY Medicaid 9590072600 KY Other CJ9483 RAILROAD MEDICARE
ADAMS COUNTY MEMORIAL HOSPITAL, 1100 MERCER AVE DECATUR IN 46733-2303,260-724-2145,260-728-3867,"Critical Access,Clinic/Center,Land Transport,Medicare Defined Swing Bed Unit,Non-emergency Medical Transport (VAN),Primary Care,Urgent Care",1689696148,ADAMS COUNTY MEMORIAL HOSPITAL,,DANE WHEELER - (CFO),Organization,No,07/24/2006,10/11/2017 - About 6 months ago,IN License # 060047471 IN Medicaid 100146660A IN Medicaid 100268270A IN Other 000000097902 BLUE CROSS
ADENA HEALTH SYSTEM, 272 HOSPITAL RD CHILLICOTHE OH 45601-9031,740-779-7500,740-779-7551,Urgent Care,1205203395,ADENA HEALTH SYSTEM,,JOHN FORTNEY - (CHIEF PHYSICIAN),Organization,No,08/25/2015,08/25/2015 - About 3 years ago,OH License # COA 17189 NP
"ADENA MEDICAL SERVICES LBN ATLANTIS URGENT CARE, INC.", 2254 HIGHWAY A1A INDIAN HARBOUR BEACH FL 32937-4922,321-777-2273,321-779-7425,Urgent Care,1821280579,"ATLANTIS URGENT CARE, INC.",ADENA MEDICAL SERVICES,ANNETTE SMITH - (OFFICE MANAGER),Organization,No,08/16/2007,06/05/2014 - About 4 years ago,FL License # 602309 FL Other K4296 MEDICARE PROVIDER ID
ADENA URGENT CARE - JACKSON LBN ADENA HEALTH SYSTEM, 1000 VETERANS DR JACKSON OH 45640-9586,740-395-8062,740-395-8061,Urgent Care,1457538324,ADENA HEALTH SYSTEM,ADENA URGENT CARE - JACKSON,ROBERT ROSENBERGER - (CFO),Organization,No,01/23/2008,06/04/2014 - About 4 years ago,n/a
ADENA URGENT CARE - WAVERLY LBN ADENA HEALTH SYSTEM, 12340 STATE ROUTE 104 WAVERLY OH 45690-8968,740-941-5100,740-941-5179,Urgent Care,1710164686,ADENA HEALTH SYSTEM,ADENA URGENT CARE - WAVERLY,ROBERT ROSENBERGER - (CFO),Organization,No,01/23/2008,06/04/2014 - About 4 years ago,n/a
ADENA URGENT CARE - WESTERN LBN ADENA HEALTH SYSTEM, 55 CENTENNIAL BLVD CHILLICOTHE OH 45601-1187,740-779-4000,740-779-4026,Urgent Care,1184801052,ADENA HEALTH SYSTEM,ADENA URGENT CARE - WESTERN,ROBERT ROSENBERGER - (CFO),Organization,No,01/23/2008,06/04/2014 - About 4 years ago,n/a
ADRIAN TRIPP MD MEDICAL CORPORATION, 15095 AMARGOSA RD STE 280 VICTORVILLE CA 92394-1885,760-998-2125,,"Internal Medicine,Urgent Care",1205347762,ADRIAN TRIPP MD MEDICAL CORPORATION,,ADRIANA TRIPP - (ADMINISTRATOR),Organization,No,10/23/2017,03/30/2018 - About 2 weeks ago,CA License # A139969
ADRIAN URGENT CARE PLLC, 715 N MAIN ST ADRIAN MI 49221-2151,248-957-7999,248-957-7997,"Family Medicine,Internal Medicine,Urgent Care",1003204769,ADRIAN URGENT CARE PLLC,,FARAH IFTIKHAR - (PRESIDENT),Organization,No,01/05/2015,02/06/2015 - About 3 years ago,MI License # 4301063833
ADRIAN URGENT CARE PLLC, 715 N MAIN ST ADRIAN MI 49221-2151,734-324-7800,,Urgent Care,1144611633,ADRIAN URGENT CARE PLLC,,FARAH IFTIKHAR - (OWNER),Organization,No,02/05/2015,02/05/2015 - About 3 years ago,n/a
ADVANCE HEALTHCARE SOLUTIONS, 600 E RAILROAD ST LONG BEACH MS 39560-4918,228-297-5597,,"Urgent Care,Family",1366837767,ADVANCE HEALTHCARE SOLUTIONS,,TRENITA MOORE - (DIRECTOR),Organization,No,04/02/2015,04/16/2015 - About 3 years ago,n/a
ADVANCE MDCARE INC, 294 WESTWARD DR MIAMI SPRINGS FL 33166-5260,877-632-2732,305-885-8984,"Health Maintenance Organization,Point of Service,Urgent Care",1831640861,ADVANCE MDCARE INC,,JUAN RONDON - (MEDICAL DIRECTOR),Organization,No,10/14/2016,10/14/2016 - More than a year ago,FL License # ME79915
ADVANCE URGENT CARE LBN MID-MICHIGAN AMBULATORY PHYSICIANS, 1255 E GRAND RIVER AVE HOWELL MI 48843-1721,517-545-7400,517-545-7477,Urgent Care,1922299437,MID-MICHIGAN AMBULATORY PHYSICIANS,ADVANCE URGENT CARE,NASIR ALI - (PRESIDENT),Organization,No,08/08/2007,03/27/2017 - More than a year ago,n/a
ADVANCE URGENT CARE PC, 13530 MICHIGAN AVE DEARBORN MI 48126-3574,734-673-5917,314-667-6915,Urgent Care,1013311273,ADVANCE URGENT CARE PC,,MELANIE MAYCOCK - (BILLING DIRECTOR),Organization,No,10/17/2014,10/17/2014 - About 3 years ago,MI License # 05337Y
ADVANCE URGENT CARE & WALK-IN CLINIC LBN AMERICAN AMBULATORY PHYSICIANS, 1785 W STADIUM BLVD SUITE 102 ANN ARBOR MI 48103-5285,734-995-8888,734-316-2275,Urgent Care,1437407483,AMERICAN AMBULATORY PHYSICIANS,ADVANCE URGENT CARE & WALK-IN CLINIC,NASIR ALI - (MEDICAL DIRECTOR),Organization,No,08/23/2012,08/23/2012 - About 6 years ago,n/a
ADVANCED IMMEDIATE CARE AND DIAGNOSTIC CENTER LLC, 1600 PLAINFIELD RD JOLIET IL 60435-1902,815-730-3300,815-729-3399,Urgent Care,1821432881,ADVANCED IMMEDIATE CARE AND DIAGNOSTIC CENTER LLC,,RANIA SALEM - (MANAGER),Organization,No,04/22/2013,04/22/2013 - About 5 years ago,n/a
"ADVANCED MEDICAL GROUP, PLLC", 1801 COUNTRY PLACE PKWY SUITE 109 PEARLAND TX 77584-5120,713-436-4333,713-436-4423,Urgent Care,1437353414,"ADVANCED MEDICAL GROUP, PLLC",,DIEN BUI - (MEDICAL DIRECTOR),Organization,Not specified,06/13/2007,07/08/2007 - About 11 years ago,TX License # J7754
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC, 2423 W DUNLAP AVE STE 150 PHOENIX AZ 85021-5818,602-216-6862,602-216-9745,Urgent Care,1922354687,19TH AVENUE CLINIC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,07/31/2012,07/31/2012 - About 6 years ago,n/a
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC LLC, 2301 N 44TH ST PHOENIX AZ 85008-2420,602-808-8786,602-808-8704,Urgent Care,1033466651,19TH AVENUE CLINIC LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,08/14/2012,08/14/2012 - About 6 years ago,n/a
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC LLC, 835 W UNIVERSITY DR MESA AZ 85201-5555,480-664-6007,480-664-6017,Urgent Care,1053667709,19TH AVENUE CLINIC LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,07/31/2012,07/31/2012 - About 6 years ago,n/a
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC LLC, 5201 N 19TH AVE STE 100 PHOENIX AZ 85015-2951,602-795-1411,602-795-1999,Urgent Care,1154606945,19TH AVENUE CLINIC LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,10/12/2011,10/12/2011 - About 7 years ago,n/a
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC LLC, 401 E BELL RD STE 18 PHOENIX AZ 85022-2395,602-368-1403,602-368-1413,Urgent Care,1225384985,19TH AVENUE CLINIC LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,07/31/2012,07/31/2012 - About 6 years ago,n/a
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC LLC, 8260 W INDIAN SCHOOL RD STE 1 PHOENIX AZ 85033-2980,623-846-7122,623-846-7027,Urgent Care,1275889933,19TH AVENUE CLINIC LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,07/31/2012,07/31/2012 - About 6 years ago,n/a
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC LLC, 3302 W THOMAS RD STE 10 PHOENIX AZ 85017-5605,602-233-2900,602-233-3897,Urgent Care,1407102163,19TH AVENUE CLINIC LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,07/31/2012,07/31/2012 - About 6 years ago,n/a
ADVANCED URGENT CARE LBN 19TH AVENUE CLINIC LLC, 1804 W ELLIOT RD TEMPE AZ 85284-1004,480-456-0444,480-456-0449,Urgent Care,1811244601,19TH AVENUE CLINIC LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,08/10/2012,08/10/2012 - About 6 years ago,n/a
ADVANCED URGENT CARE AND OCCUPATIONAL MEDICINE LBN ADVANCED URGENT CARE, 1050 W 104TH AVE NORTHGLENN CO 80234-3889,303-659-9700,303-558-8222,Urgent Care,1902264229,ADVANCED URGENT CARE,ADVANCED URGENT CARE AND OCCUPATIONAL MEDICINE,ELLEN STOCKTON - (BILLING MANAGER),Organization,No,02/01/2016,02/01/2016 - About 2 years ago,n/a
ADVANCED URGENT CARE AND OCCUPATIONAL MEDICINE LBN ADVANCED URGENT CARE LLC, 112 S DENVER AVE FORT LUPTON CO 80621-1306,303-659-9700,303-558-8222,Urgent Care,1093173304,ADVANCED URGENT CARE LLC,ADVANCED URGENT CARE AND OCCUPATIONAL MEDICINE,ELLEN STOCKTON - (BILLING MANAGER),Organization,No,02/01/2016,02/01/2016 - About 2 years ago,n/a
"ADVANCED URGENT CARE AND OCCUPATIONAL THERAPY LBN ADVANCED URGENT CARE, LLC", 2801 PURCELL ST BRIGHTON CO 80601-3551,303-659-9700,303-558-8222,Urgent Care,1841579703,"ADVANCED URGENT CARE, LLC",ADVANCED URGENT CARE AND OCCUPATIONAL THERAPY,ANTHONY EUSER - (OWNER),Organization,No,08/10/2011,03/17/2018 - About a month ago,CO Medicaid 1841579703
ADVANCED URGENT CARE LBN AUC BAYWOOD LLC, 6553 E BAYWOOD AVE #103 MESA AZ 85206,480-985-6200,480-985-2951,Urgent Care,1114904703,AUC BAYWOOD LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONSQ),Organization,No,12/27/2005,03/19/2008 - About 10 years ago,AZ License # OTC 3838 AZ Medicaid 958267
ADVANCED URGENT CARE CENTER INC LBN ADVANCED URGENT CARE CENTER INC, 349 S MONROE ST STE 10 SAN JOSE CA 95128-5107,408-806-1549,,Urgent Care,1215340211,ADVANCED URGENT CARE CENTER INC,ADVANCED URGENT CARE CENTER INC,DARIANA FOGLAR - (OFFICE MANAGER),Organization,No,06/06/2014,06/06/2014 - About 4 years ago,CA License # A54508
ADVANCED URGENT CARE CENTER OF THE MIDDLE KEYS & KEY WEST LBN BRUCE L BOROS MD PA, 1980 N ROOSEVELT BLVD KEY WEST FL 33040-3632,305-434-9181,,"Urgent Care,Durable Medical Equipment & Medical Supplies,Emergency Care,Non-Pharmacy Dispensing Site,Radiology",1104262054,BRUCE L BOROS MD PA,ADVANCED URGENT CARE CENTER OF THE MIDDLE KEYS & KEY WEST,BRUCE BOROS - (OWNER),Organization,Yes,05/20/2013,05/20/2013 - About 5 years ago,n/a
ADVANCED URGENT CARE CENTER OF THE UPPER KEYS LBN BRUCE L BOROS MD PA, 100460 OVERSEAS HWY KEY LARGO FL 33037-2547,305-294-0011,,"Urgent Care,Durable Medical Equipment & Medical Supplies,Emergency Care,Non-Pharmacy Dispensing Site,Radiology",1255847430,BRUCE L BOROS MD PA,ADVANCED URGENT CARE CENTER OF THE UPPER KEYS,BRUCE BOROS - (OWNER),Organization,Yes,12/25/2017,12/25/2017 - About 4 months ago,n/a
ADVANCED URGENT CARE LBN CLINIC CARE LLC, 2423 W DUNLAP AVE #150 PHOENIX AZ 85064,602-433-1822,602-246-7060,Urgent Care,1952388373,CLINIC CARE LLC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,12/28/2005,03/19/2008 - About 10 years ago,AZ License # OTC2783 AZ Medicaid 630691
ADVANCED URGENT CARE CLINIC LBN MICHIGAN SPECIALTY CLINIC PLLC, 13510 MICHIGAN AVE DEARBORN MI 48126-3511,313-945-9800,313-945-9184,Urgent Care,1295247633,MICHIGAN SPECIALTY CLINIC PLLC,ADVANCED URGENT CARE CLINIC,FATINA MASRI - (CEO),Organization,No,10/25/2017,11/21/2017 - About 5 months ago,n/a
ADVANCED URGENT CARE LBN DESERT SUN MEDICAL CORPORATION PC, 1804 W ELLIOT RD TEMPE AZ 85284,480-456-0444,480-456-0449,Urgent Care,1932186335,DESERT SUN MEDICAL CORPORATION PC,ADVANCED URGENT CARE,RENEE BISKUPSKI - (VP OF OPERATIONS),Organization,No,12/27/2005,03/19/2008 - About 10 years ago,AZ License # OTC2700 AZ Medicaid 630633
